index	oiposi	oinega	pname	nname	crposi	crnega	mlposi	mlnega	mdposi	mdnega	mtposi	mtnega	mfposi	mfnega	clposi	clnega	ctposi	ctnega	cfposi	cfnega	fbkposi	fbknega	pright	nright
614	21	30	B1-A1	B1-A2	1.1834319527	0.9861932939	3.573	1.076	1.872	2.122	5.445	3.198	6	6	0.64	3.151	5.07	5.07	6	5	0	0	TRUE	FALSE
615	28	34	B1-A1	B1-A2	1.1481056257	0.2465483235	0.671	3.292	1.295	1.388	1.966	4.68	6	6	0.811	1.794	5.226	4.056	6	1	0	0	TRUE	TRUE
616	1	4	B2-A2	B2-A1	0.7889546351	1.9723865878	4.461	1.826	2.278	1.809	6.739	3.635	6	6	0.78	2.278	5.07	5.07	4	10	0	0	TRUE	FALSE
617	7	5	B2-A2	B2-A1	1.1834319527	1.1834319527	1.279	1.139	1.716	1.326	2.995	2.465	6	6	0.608	3.65	5.07	5.07	6	6	0	1	TRUE	FALSE
618	31	10	B2-A2	B2-A1	1.1834319527	1.1834319527	2.153	1.638	1.498	1.061	3.651	2.699	6	6	0.531	3.4	5.07	5.07	6	6	0	1	TRUE	FALSE
619	36	17	B2-A2	B2-A1	1.1834319527	0.2465483235	1.341	2.808	1.389	1.295	2.73	4.103	6	6	0.874	3.884	5.07	4.056	6	1	0	0	TRUE	TRUE
620	40	37	B2-A2	B2-A1	1.1831985802	0	1.607	2.028	1.467	1.217	3.074	3.245	6	6	0.624	NA	5.071	4.056	6	0	0	0	TRUE	TRUE
621	8	22	A1-B1	A1-B2	1.3806706114	0.2464875524	1.966	1.513	1.154	1.295	3.12	2.808	6	6	1.154	2.138	5.07	4.057	7	1	0	0	TRUE	TRUE
622	9	27	A1-B1	A1-B2	1.3806706114	0	1.03	1.763	1.513	1.482	2.543	3.245	6	6	0.593	NA	5.07	4.056	7	0	0	0	TRUE	TRUE
623	17	32	A1-B1	A1-B2	0.7889546351	0.4930966469	1.435	2.168	1.077	1.498	2.512	3.666	6	6	0.624	3.448	5.07	4.056	4	2	0	0	TRUE	TRUE
624	26	35	A1-B1	A1-B2	0.9861932939	0	2.184	5.039	1.092	1.107	3.276	6.146	6	6	0.53	NA	5.07	4.056	5	0	0	0	TRUE	TRUE
625	34	39	A1-B1	A1-B2	1.1834319527	0	3.573	1.67	1.201	1.263	4.774	2.933	6	6	0.717	NA	5.07	4.056	6	0	0	0	TRUE	TRUE
626	4	6	A2-B2	A2-B1	1.1834319527	1.3806706114	1.716	1.7	1.185	1.576	2.901	3.276	6	6	0.811	2.761	5.07	5.07	6	7	0	1	TRUE	FALSE
627	28	11	A2-B2	A2-B1	1.1834319527	0	1.482	3.775	1.607	1.029	3.089	4.804	6	6	0.624	NA	5.07	4.056	6	0	0	0	TRUE	TRUE
628	30	12	A2-B2	A2-B1	1.1834319527	0.4930966469	1.248	1.81	1.357	0.904	2.605	2.714	6	6	1.388	1.669	5.07	4.056	6	2	0	0	TRUE	TRUE
629	36	29	A2-B2	A2-B1	1.1834319527	0.2465483235	1.451	1.372	1.482	1.42	2.933	2.792	6	6	0.765	3.822	5.07	4.056	6	1	0	0	TRUE	TRUE
630	37	33	A2-B2	A2-B1	1.3806706114	0	0.905	1.06	1.638	1.248	2.543	2.308	6	6	0.748	NA	5.07	4.056	7	0	0	0	TRUE	TRUE
631	1	3	B1-A1	B1-A2	0.9861932939	0.5917159763	4.18	2.621	1.061	1.014	5.241	3.635	6	6	0.655	2.714	5.07	5.07	5	3	1	0	TRUE	FALSE
632	10	5	B1-A1	B1-A2	1.1834319527	0	1.123	1.467	1.061	1.778	2.184	3.245	6	6	0.64	NA	5.07	4.056	6	0	0	0	TRUE	TRUE
633	20	14	B1-A1	B1-A2	1.3806706114	0.2465483235	0.951	0.624	1.264	1.17	2.215	1.794	6	6	0.639	3.198	5.07	4.056	7	1	0	0	TRUE	TRUE
634	23	16	B1-A1	B1-A2	0.4930966469	0.2465483235	2.262	1.716	1.17	1.03	3.432	2.746	6	6	1.03	4.01	4.056	4.056	2	1	6	0	FALSE	TRUE
635	24	21	B1-A1	B1-A2	1.1834319527	0	4.665	1.357	1.185	1.279	5.85	2.636	6	6	0.671	NA	5.07	4.056	6	0	0	0	TRUE	TRUE
636	2	13	B2-A2	B2-A1	1.1834319527	0.2465483235	1.669	1.03	1.607	1.685	3.276	2.715	6	6	0.655	4.01	5.07	4.056	6	1	0	0	TRUE	TRUE
637	7	18	B2-A2	B2-A1	0.9861932939	0.4930966469	1.638	1.232	1.966	1.935	3.604	3.167	6	6	0.5	3.198	5.07	4.056	5	2	0	0	TRUE	TRUE
638	15	25	B2-A2	B2-A1	1.3806706114	0.9861932939	1.887	3.417	1.435	1.248	3.322	4.665	6	6	0.468	3.198	5.07	5.07	7	5	0	0	TRUE	FALSE
639	19	31	B2-A2	B2-A1	1.1834319527	0.4930966469	1.56	2.87	0.889	1.342	2.449	4.212	6	6	0.608	1.965	5.07	4.056	6	2	0	0	TRUE	TRUE
640	40	38	B2-A2	B2-A1	1.5779092702	0	1.638	1.513	1.451	1.358	3.089	2.871	6	6	0.655	NA	5.07	4.056	8	0	0	0	TRUE	TRUE
641	4	10	A1-B1	A1-B2	1.1834319527	0.9861932939	1.934	0.78	1.123	0.858	3.057	1.638	6	6	0.546	1.669	5.07	5.07	6	5	0	0	TRUE	FALSE
642	6	13	A1-B1	A1-B2	1.1834319527	1.1834319527	0.764	1.435	0.687	1.17	1.451	2.605	6	6	0.452	2.371	5.07	5.07	6	6	0	1	TRUE	FALSE
643	11	16	A1-B1	A1-B2	1.1834319527	1.3806706114	1.498	0.546	1.029	1.092	2.527	1.638	6	6	0.453	3.557	5.07	5.07	6	7	0	0	TRUE	FALSE
644	18	29	A1-B1	A1-B2	1.3806706114	0	1.466	2.762	1.046	1.372	2.512	4.134	6	6	0.453	NA	5.07	4.056	7	0	0	0	TRUE	TRUE
645	40	39	A1-B1	A1-B2	0.9861932939	0.2465483235	0.936	1.107	1.545	0.983	2.481	2.09	6	6	0.718	2.948	5.07	4.056	5	1	0	0	TRUE	TRUE
646	26	1	A2-B2	A2-B1	1.1448196909	0.4930966469	0.577	4.961	1.435	1.388	2.012	6.349	6	6	0.53	3.214	5.241	4.056	6	2	1	0	TRUE	TRUE
647	28	12	A2-B2	A2-B1	1.1834319527	0.2465483235	1.888	1.591	1.997	1.264	3.885	2.855	6	6	0.608	3.994	5.07	4.056	6	1	0	0	TRUE	TRUE
648	35	17	A2-B2	A2-B1	1.1834319527	0.7889546351	1.045	1.623	1.388	1.185	2.433	2.808	6	6	1.077	3.073	5.07	5.07	6	4	0	1	TRUE	FALSE
649	37	23	A2-B2	A2-B1	1.3806706114	0.4930966469	1.685	0.967	0.999	1.747	2.684	2.714	6	6	0.734	2.699	5.07	4.056	7	2	0	0	TRUE	TRUE
650	38	24	A2-B2	A2-B1	1.1834319527	0	1.263	0.936	0.905	1.841	2.168	2.777	6	6	0.53	NA	5.07	4.056	6	0	1	2	TRUE	TRUE
651	15	9	B1-A1	B1-A2	1.3806706114	0	1.045	0.967	1.451	1.03	2.496	1.997	6	6	0.578	NA	5.07	4.056	7	0	0	0	TRUE	TRUE
652	21	14	B1-A1	B1-A2	1.1834319527	0.4930966469	0.998	2.106	1.529	1.014	2.527	3.12	6	6	0.686	2.606	5.07	4.056	6	2	0	0	TRUE	TRUE
653	22	20	B1-A1	B1-A2	1.3806706114	0	1.342	1.154	1.154	1.7	2.496	2.854	6	6	0.624	NA	5.07	4.056	7	0	0	0	TRUE	TRUE
654	31	27	B1-A1	B1-A2	1.1834319527	0.4930966469	1.357	1.341	1.139	1.17	2.496	2.511	6	6	0.765	2.262	5.07	4.056	6	2	0	0	TRUE	TRUE
655	36	32	B1-A1	B1-A2	0	0.2465483235	2.45	0.874	1.248	0.982	3.698	1.856	6	6	NA	3.51	4.056	4.056	0	1	5	0	FALSE	TRUE
656	3	2	B2-A2	B2-A1	1.1834319527	1.7120030436	1.014	1.685	2.106	1.419	3.12	3.104	6	6	0.577	3.198	5.07	5.257	6	9	0	0	TRUE	FALSE
657	7	5	B2-A2	B2-A1	0.9861932939	0	0.873	1.685	1.108	1.887	1.981	3.572	6	6	0.452	NA	5.07	4.056	5	0	0	0	TRUE	TRUE
658	8	25	B2-A2	B2-A1	0	0.4930966469	4.103	2.262	2.403	1.545	6.506	3.807	6	6	NA	3.339	4.057	4.056	0	2	0	0	FALSE	TRUE
659	19	30	B2-A2	B2-A1	1.3806706114	0	1.076	0.905	1.061	1.404	2.137	2.309	6	6	0.452	NA	5.07	4.056	7	0	0	0	TRUE	TRUE
660	33	34	B2-A2	B2-A1	1.1834319527	0	1.42	1.076	1.778	2.09	3.198	3.166	6	6	0.546	NA	5.07	4.056	6	0	0	0	TRUE	TRUE
661	10	1	A1-B1	A1-B2	1.3806706114	0	1.794	4.742	1.809	1.03	3.603	5.772	6	6	0.499	NA	5.07	4.056	7	0	0	0	TRUE	TRUE
662	19	4	A1-B1	A1-B2	1.3806706114	0	1.17	1.294	1.514	1.139	2.684	2.433	6	6	0.453	NA	5.07	4.056	7	0	0	0	TRUE	TRUE
663	25	9	A1-B1	A1-B2	1.3806706114	0.2465483235	1.123	1.794	1.045	1.061	2.168	2.855	6	6	0.515	2.605	5.07	4.056	7	1	1	0	TRUE	TRUE
664	31	35	A1-B1	A1-B2	1.1834319527	0.2465483235	3.057	2.73	0.796	1.638	3.853	4.368	6	6	0.514	2.589	5.07	4.056	6	1	0	0	TRUE	TRUE
665	34	37	A1-B1	A1-B2	1.3806706114	1.3806706114	0.562	1.716	1.872	1.248	2.434	2.964	6	6	0.484	0.983	5.07	5.07	7	7	0	0	TRUE	FALSE
666	2	6	A2-B2	A2-B1	0.2465483235	0	1.31	2.543	1.591	1.029	2.901	3.572	6	6	0.499	NA	4.056	4.056	1	0	1	1	FALSE	TRUE
667	14	8	A2-B2	A2-B1	1.1834319527	0.7889546351	2.184	3.323	2.246	1.435	4.43	4.758	6	6	0.874	2.496	5.07	5.07	6	4	0	0	TRUE	FALSE
668	30	11	A2-B2	A2-B1	1.3806706114	0	1.825	4.04	1.03	1.186	2.855	5.226	6	6	0.483	NA	5.07	4.056	7	0	1	0	TRUE	TRUE
669	32	24	A2-B2	A2-B1	1.1834319527	0	1.654	1.388	0.858	1.124	2.512	2.512	6	6	0.749	NA	5.07	4.056	6	0	0	0	TRUE	TRUE
670	38	36	A2-B2	A2-B1	1.3806706114	0.4930966469	2.106	2.87	1.451	1.139	3.557	4.009	6	6	0.812	3.276	5.07	4.056	7	2	0	0	TRUE	TRUE
671	3	15	B1-A1	B1-A2	1.1831985802	0	3.292	1.591	1.607	1.872	4.899	3.463	6	6	0.484	NA	5.071	4.056	6	0	0	0	TRUE	TRUE
672	5	17	B1-A1	B1-A2	1.3806706114	0.2465483235	1.95	1.513	1.357	0.78	3.307	2.293	6	6	0.749	4.025	5.07	4.056	7	1	0	0	TRUE	TRUE
673	20	27	B1-A1	B1-A2	1.3806706114	0.2465483235	0.515	1.03	1.264	0.967	1.779	1.997	6	6	0.748	2.746	5.07	4.056	7	1	0	0	TRUE	TRUE
674	22	28	B1-A1	B1-A2	1.1834319527	0.2465483235	1.638	0.983	1.544	1.497	3.182	2.48	6	6	0.546	3.885	5.07	4.056	6	1	0	0	TRUE	TRUE
675	39	40	B1-A1	B1-A2	0.7889546351	0	0.843	1.279	0.795	1.248	1.638	2.527	6	6	0.593	NA	5.07	4.056	4	0	0	0	TRUE	TRUE
676	7	18	B2-A2	B2-A1	1.1834319527	0	0.592	2.137	1.732	1.622	2.324	3.759	6	6	0.671	NA	5.07	4.056	6	0	0	0	TRUE	TRUE
677	12	21	B2-A2	B2-A1	1.1834319527	0.5917159763	1.997	1.092	1.295	1.42	3.292	2.512	6	6	0.905	2.62	5.07	5.07	6	3	0	0	TRUE	FALSE
678	13	23	B2-A2	B2-A1	0	0.2465483235	2.356	0.858	1.747	1.31	4.103	2.168	6	6	NA	3.526	4.056	4.056	0	1	0	0	FALSE	TRUE
679	16	29	B2-A2	B2-A1	1.3806706114	0.4930966469	2.434	1.186	1.17	1.232	3.604	2.418	6	6	0.858	2.09	5.07	4.056	7	2	0	0	TRUE	TRUE
680	26	33	B2-A2	B2-A1	1.3806706114	0	0.951	1.747	0.78	2.73	1.731	4.477	6	6	0.577	NA	5.07	4.056	7	0	0	0	TRUE	TRUE
681	1	2	A1-B1	A1-B2	1.1834319527	0.4930966469	34.508	2.013	1.482	1.201	35.99	3.214	6	6	0.655	2.574	5.07	4.056	6	2	0	0	TRUE	TRUE
682	9	7	A1-B1	A1-B2	1.3806706114	0.2465483235	1.342	1.935	1.576	1.762	2.918	3.697	6	6	0.609	3.947	5.07	4.056	7	1	0	0	TRUE	TRUE
683	14	10	A1-B1	A1-B2	0.2465483235	1.7695635077	1.232	0.811	3.042	1.607	4.274	2.418	6	6	0.562	2.075	4.056	5.086	1	9	0	0	FALSE	FALSE
684	16	11	A1-B1	A1-B2	0.2465483235	0.4930966469	0.733	1.544	1.482	1.404	2.215	2.948	6	6	0.842	2.73	4.056	4.056	1	2	0	1	FALSE	TRUE
685	34	20	A1-B1	A1-B2	1.775147929	0.7889546351	1.654	1.653	1.232	1.498	2.886	3.151	6	6	0.53	2.246	5.07	5.07	9	4	0	0	TRUE	FALSE
686	8	3	A2-B2	A2-B1	0.4930966469	0.7889546351	1.498	2.511	1.419	1.529	2.917	4.04	6	6	1.903	2.886	4.056	5.07	2	4	2	0	FALSE	FALSE
687	21	5	A2-B2	A2-B1	1.1834319527	0	1.81	4.524	1.622	1.342	3.432	5.866	6	6	0.796	NA	5.07	4.056	6	0	0	0	TRUE	TRUE
688	24	19	A2-B2	A2-B1	1.3806706114	0.5917159763	2.138	1.607	1.107	1.404	3.245	3.011	6	6	0.796	3.01	5.07	5.07	7	3	0	0	TRUE	FALSE
689	29	23	A2-B2	A2-B1	0.4930966469	0.5917159763	1.295	1.747	1.263	1.373	2.558	3.12	6	6	1.95	3.604	4.056	5.07	2	3	0	0	FALSE	FALSE
690	37	32	A2-B2	A2-B1	1.5779092702	0.4930966469	2.714	1.466	0.92	1.825	3.634	3.291	6	6	0.499	2.855	5.07	4.056	8	2	0	0	TRUE	TRUE
691	17	6	B1-A1	B1-A2	1.775147929	0	2.386	2.481	1.202	1.107	3.588	3.588	6	6	0.593	NA	5.07	4.056	9	0	0	0	TRUE	TRUE
692	26	27	B1-A1	B1-A2	1.3806706114	0	1.248	1.591	1.357	1.685	2.605	3.276	6	6	0.608	NA	5.07	4.056	7	0	0	0	TRUE	TRUE
693	28	35	B1-A1	B1-A2	0.4930966469	0.2465483235	0.936	1.092	1.888	1.232	2.824	2.324	6	6	0.655	3.915	4.056	4.056	2	1	0	0	FALSE	TRUE
694	31	39	B1-A1	B1-A2	1.3806706114	0	2.512	1.138	1.7	0.999	4.212	2.137	6	6	0.593	NA	5.07	4.056	7	0	0	0	TRUE	TRUE
695	36	40	B1-A1	B1-A2	0.9861932939	1.3806706114	1.061	1.03	1.622	1.061	2.683	2.091	6	6	0.53	2.465	5.07	5.07	5	7	0	0	TRUE	FALSE
696	4	12	B2-A2	B2-A1	1.1834319527	0.2465483235	1.03	3.105	1.95	2.246	2.98	5.351	6	6	0.531	3.681	5.07	4.056	6	1	0	1	TRUE	TRUE
697	18	13	B2-A2	B2-A1	0.4930966469	0.2465483235	1.638	1.31	1.419	2.668	3.057	3.978	6	6	2.886	1.341	4.056	4.056	2	1	0	1	FALSE	TRUE
698	22	15	B2-A2	B2-A1	0.2465483235	0.2465483235	2.481	2.621	1.154	1.42	3.635	4.041	6	6	0.717	3.946	4.056	4.056	1	1	0	0	FALSE	TRUE
699	25	33	B2-A2	B2-A1	0	0	1.809	1.638	1.139	1.747	2.948	3.385	6	6	NA	NA	4.056	4.056	0	0	0	0	FALSE	TRUE
700	30	38	B2-A2	B2-A1	0.2465483235	0.7889546351	1.311	1.451	1.076	1.357	2.387	2.808	6	6	0.624	0.92	4.056	5.07	1	4	0	2	FALSE	FALSE
701	8	1	A1-B1	A1-B2	1.1834319527	0	1.7	3.697	1.654	1.716	3.354	5.413	6	6	0.796	NA	5.07	4.056	6	0	0	0	TRUE	TRUE
702	19	3	A1-B1	A1-B2	0.2465483235	0	1.903	1.107	1.576	1.701	3.479	2.808	6	6	0.952	NA	4.056	4.056	1	0	0	0	FALSE	TRUE
703	20	4	A1-B1	A1-B2	1.3806706114	0.7889546351	1.186	0.952	1.232	1.731	2.418	2.683	6	6	0.718	0.889	5.07	5.07	7	4	0	0	TRUE	FALSE
704	24	9	A1-B1	A1-B2	1.1834319527	0	1.326	3.011	1.623	1.295	2.949	4.306	6	6	0.67	NA	5.07	4.056	6	0	0	0	TRUE	TRUE
705	39	40	A1-B1	A1-B2	1.1834319527	0	0.889	1.622	1.826	2.059	2.715	3.681	6	6	0.952	NA	5.07	4.056	6	0	0	0	TRUE	TRUE
706	7	10	A2-B2	A2-B1	0.4930966469	0	2.091	1.264	1.419	1.451	3.51	2.715	6	6	0.874	NA	4.056	4.056	2	0	0	0	FALSE	TRUE
707	13	15	A2-B2	A2-B1	0.5917159763	0	1.42	2.215	1.076	1.732	2.496	3.947	6	6	0.811	NA	5.07	4.056	3	0	0	0	TRUE	TRUE
708	22	29	A2-B2	A2-B1	0.2465483235	0.5917159763	1.264	2.012	2.074	1.529	3.338	3.541	6	6	2.465	3.245	4.056	5.07	1	3	0	0	FALSE	FALSE
709	23	34	A2-B2	A2-B1	0.2465483235	0	1.592	1.264	1.17	1.591	2.762	2.855	6	6	1.576	NA	4.056	4.056	1	0	0	0	FALSE	TRUE
710	37	38	A2-B2	A2-B1	0.9861932939	0.2465483235	1.778	2.044	1.357	1.653	3.135	3.697	6	6	0.78	1.264	5.07	4.056	5	1	0	0	TRUE	TRUE
711	5	11	B1-A1	B1-A2	0.9861932939	0	1.623	1.622	1.544	2.169	3.167	3.791	6	6	0.733	NA	5.07	4.056	5	0	0	0	TRUE	TRUE
712	6	12	B1-A1	B1-A2	0.4930966469	0.4930966469	2.075	3.011	2.059	1.669	4.134	4.68	6	6	0.858	3.837	4.056	4.056	2	2	0	0	FALSE	TRUE
713	18	17	B1-A1	B1-A2	0.4930966469	0	1.825	1.7	1.326	1.966	3.151	3.666	6	6	1.404	NA	4.056	4.056	2	0	0	0	FALSE	TRUE
714	27	25	B1-A1	B1-A2	0.4930966469	0	1.716	1.295	1.685	1.279	3.401	2.574	6	6	0.702	NA	4.056	4.056	2	0	0	0	FALSE	TRUE
715	32	33	B1-A1	B1-A2	1.1834319527	0	1.404	0.983	1.045	1.061	2.449	2.044	6	6	0.639	NA	5.07	4.056	6	0	0	0	TRUE	TRUE
716	2	14	B2-A2	B2-A1	1.1834319527	0.4930966469	0.905	1.31	1.544	1.545	2.449	2.855	6	6	0.483	2.901	5.07	4.056	6	2	0	0	TRUE	TRUE
717	16	21	B2-A2	B2-A1	0.2465483235	0.2465483235	1.295	2.09	2.527	1.982	3.822	4.072	6	6	0.686	2.621	4.056	4.056	1	1	0	0	FALSE	TRUE
718	28	26	B2-A2	B2-A1	0.4930966469	0.2465483235	2.168	1.076	1.903	1.42	4.071	2.496	6	6	0.67	3.791	4.056	4.056	2	1	1	0	FALSE	TRUE
719	30	31	B2-A2	B2-A1	0.4930966469	0	1.139	1.638	1.045	1.357	2.184	2.995	6	6	0.686	NA	4.056	4.056	2	0	0	0	FALSE	TRUE
720	36	35	B2-A2	B2-A1	0.4930966469	0	2.137	1.123	2.169	2.215	4.306	3.338	6	6	1.061	NA	4.056	4.056	2	0	1	0	FALSE	TRUE
721	4	9	A1-B1	A1-B2	0	0	2.293	1.435	2.262	1.685	4.555	3.12	6	6	NA	NA	4.056	4.056	0	0	2	0	FALSE	TRUE
722	10	15	A1-B1	A1-B2	0.4930966469	0	1.202	0.639	1.372	1.092	2.574	1.731	6	6	0.702	NA	4.056	4.056	2	0	0	1	FALSE	TRUE
723	16	17	A1-B1	A1-B2	0.4930966469	1.5779092702	1.139	1.295	1.06	1.326	2.199	2.621	6	6	0.702	2.293	4.056	5.07	2	8	0	0	FALSE	FALSE
724	26	27	A1-B1	A1-B2	1.1834319527	0.7889546351	1.341	1.763	1.077	1.794	2.418	3.557	6	6	0.608	2.917	5.07	5.07	6	4	0	0	TRUE	FALSE
725	35	39	A1-B1	A1-B2	0.9861932939	0	1.42	1.606	2.48	1.67	3.9	3.276	6	6	0.764	NA	5.07	4.057	5	0	0	0	TRUE	TRUE
726	2	19	A2-B2	A2-B1	0.2465483235	0.2465483235	1.092	1.451	1.294	1.435	2.386	2.886	6	6	2.059	3.884	4.056	4.056	1	1	0	0	FALSE	TRUE
727	5	22	A2-B2	A2-B1	0.2465483235	0.2465483235	1.981	1.934	1.607	1.389	3.588	3.323	6	6	2.059	3.479	4.056	4.056	1	1	0	0	FALSE	TRUE
728	7	24	A2-B2	A2-B1	0.2464875524	0.4930966469	1.233	1.762	1.326	1.997	2.559	3.759	6	6	1.093	1.981	4.057	4.056	1	2	0	0	FALSE	TRUE
729	29	33	A2-B2	A2-B1	0.9861932939	1.1834319527	1.607	2.683	0.889	1.732	2.496	4.415	6	6	0.639	2.606	5.07	5.07	5	6	0	0	TRUE	FALSE
730	37	34	A2-B2	A2-B1	0.2465483235	1.7643599294	1.576	2.106	0.873	0.936	2.449	3.042	6	6	1.606	2.824	4.056	5.101	1	9	0	0	FALSE	FALSE
731	3	1	B1-A1	B1-A2	0.9861932939	0	1.669	3.698	1.482	2.652	3.151	6.35	6	6	0.811	NA	5.07	4.056	5	0	0	0	TRUE	TRUE
732	8	6	B1-A1	B1-A2	1.3806706114	0.4930966469	1.591	1.747	1.529	2.574	3.12	4.321	6	6	0.593	3.697	5.07	4.056	7	2	0	0	TRUE	TRUE
733	12	21	B1-A1	B1-A2	0.2465483235	1.5779092702	1.014	1.092	1.404	1.123	2.418	2.215	6	6	0.733	3.65	4.056	5.07	1	8	0	0	FALSE	FALSE
734	13	23	B1-A1	B1-A2	0.9861932939	0	1.357	1.029	1.342	0.89	2.699	1.919	6	6	0.702	NA	5.07	4.056	5	0	0	0	TRUE	TRUE
735	32	31	B1-A1	B1-A2	1.1834319527	0	1.076	1.342	1.311	1.092	2.387	2.434	6	6	0.561	NA	5.07	4.056	6	0	0	0	TRUE	TRUE
736	20	11	B2-A2	B2-A1	0	0	1.779	2.012	2.043	1.014	3.822	3.026	6	6	NA	NA	4.056	4.056	0	0	0	0	FALSE	TRUE
737	25	14	B2-A2	B2-A1	0.7889546351	0	1.154	1.575	1.311	0.952	2.465	2.527	6	6	0.639	NA	5.07	4.056	4	0	0	0	TRUE	TRUE
738	30	18	B2-A2	B2-A1	0.4930966469	0	1.654	3.23	0.92	1.279	2.574	4.509	6	6	0.671	NA	4.056	4.056	2	0	0	0	FALSE	TRUE
739	38	28	B2-A2	B2-A1	0.4930966469	1.1585248117	2.964	2.153	2.324	1.061	5.288	3.214	6	6	0.765	2.262	4.056	5.179	2	6	0	0	FALSE	FALSE
740	40	36	B2-A2	B2-A1	0.2465483235	0.4930966469	1.841	2.402	1.31	1.124	3.151	3.526	6	6	3.354	1.529	4.056	4.056	1	2	0	0	FALSE	TRUE
741	1	8	A1-B1	A1-B2	0	1.3806706114	9.017	2.2	1.607	1.326	10.624	3.526	6	6	NA	2.199	4.056	5.07	0	7	0	0	FALSE	FALSE
742	2	9	A1-B1	A1-B2	0.4930966469	0	1.373	3.417	1.108	2.059	2.481	5.476	6	6	3.182	NA	4.056	4.056	2	0	0	0	FALSE	TRUE
743	5	14	A1-B1	A1-B2	0.9861932939	0	0.624	1.653	1.154	1.202	1.778	2.855	6	6	0.811	NA	5.07	4.056	5	0	0	0	TRUE	TRUE
744	35	29	A1-B1	A1-B2	0.4930966469	0.4930966469	0.999	15.334	0.92	1.264	1.919	16.598	6	6	0.702	3.182	4.056	4.056	2	2	0	0	FALSE	TRUE
745	40	36	A1-B1	A1-B2	0.4930966469	1.176239953	1.201	1.778	1.17	1.108	2.371	2.886	6	6	1.014	3.01	4.056	5.101	2	6	0	0	FALSE	FALSE
746	4	6	A2-B2	A2-B1	0.2465483235	0	1.248	1.092	1.56	1.279	2.808	2.371	6	6	2.808	NA	4.056	4.056	1	0	0	0	FALSE	TRUE
747	10	12	A2-B2	A2-B1	0.4930966469	0	0.858	1.388	1.264	1.81	2.122	3.198	6	6	0.889	NA	4.056	4.056	2	0	0	0	FALSE	TRUE
748	19	23	A2-B2	A2-B1	0.2465483235	0.7889546351	1.014	1.997	1.326	2.433	2.34	4.43	6	6	2.324	0.796	4.056	5.07	1	4	0	0	FALSE	FALSE
749	20	26	A2-B2	A2-B1	0	0	2.294	2.512	1.31	0.967	3.604	3.479	6	6	NA	NA	4.056	4.056	0	0	0	0	FALSE	TRUE
750	22	27	A2-B2	A2-B1	0.5917159763	0.4930966469	1.435	1.186	1.42	1.123	2.855	2.309	6	6	2.948	2.23	5.07	4.056	3	2	0	0	TRUE	TRUE
751	7	3	B1-A1	B1-A2	0.7889546351	0	1.341	2.215	0.952	2.262	2.293	4.477	6	6	0.686	NA	5.07	4.056	4	0	0	0	TRUE	TRUE
752	13	18	B1-A1	B1-A2	0.4930966469	0.4930966469	0.78	1.622	0.904	0.968	1.684	2.59	6	6	0.546	2.902	4.056	4.056	2	2	0	0	FALSE	TRUE
753	34	21	B1-A1	B1-A2	0.7889546351	0	1.747	1.935	1.045	1.419	2.792	3.354	6	6	0.624	NA	5.07	4.056	4	0	0	0	TRUE	TRUE
754	37	24	B1-A1	B1-A2	1.3806706114	0.4930966469	1.779	1.248	2.667	0.967	4.446	2.215	6	6	0.64	2.371	5.07	4.056	7	2	0	0	TRUE	TRUE
755	38	30	B1-A1	B1-A2	1.1834319527	0	3.245	1.014	1.513	0.967	4.758	1.981	6	6	0.702	NA	5.07	4.056	6	0	0	0	TRUE	TRUE
756	16	11	B2-A2	B2-A1	0.2465483235	0.2465483235	1.154	1.872	0.952	1.123	2.106	2.995	6	6	3.946	2.481	4.056	4.056	1	1	0	0	FALSE	TRUE
757	17	15	B2-A2	B2-A1	0.4930966469	0.4930966469	2.73	1.451	1.092	1.232	3.822	2.683	6	6	2.028	2.949	4.056	4.056	2	2	0	0	FALSE	TRUE
758	25	31	B2-A2	B2-A1	0.2465483235	0.4930966469	1.186	10.155	1.591	2.153	2.777	12.308	6	6	0.78	0.827	4.056	4.056	1	2	0	0	FALSE	TRUE
759	28	33	B2-A2	B2-A1	0.2465483235	0.5917159763	1.17	1.934	1.014	1.451	2.184	3.385	6	6	0.92	1.31	4.056	5.07	1	3	0	0	FALSE	FALSE
760	32	39	B2-A2	B2-A1	0.2465483235	0	1.825	5.991	1.108	2.636	2.933	8.627	6	6	0.904	NA	4.056	4.056	1	0	0	0	FALSE	TRUE
761	5	1	A1-B1	A1-B2	1.5779092702	0	3.166	4.789	1.904	1.95	5.07	6.739	6	6	1.435	NA	5.07	4.056	8	0	0	1	TRUE	TRUE
762	12	13	A1-B1	A1-B2	0.2465483235	1.3806706114	1.965	1.622	1.139	1.186	3.104	2.808	6	6	0.92	2.106	4.056	5.07	1	7	0	0	FALSE	FALSE
763	28	20	A1-B1	A1-B2	1.3806706114	0.4930966469	4.149	0.842	1.139	1.108	5.288	1.95	6	6	0.827	2.231	5.07	4.056	7	2	0	1	TRUE	TRUE
764	36	22	A1-B1	A1-B2	1.7747978702	0.5917159763	1.654	1.498	1.295	1.108	2.949	2.606	6	6	0.484	0.765	5.071	5.07	9	3	0	1	TRUE	FALSE
765	40	38	A1-B1	A1-B2	1.3806706114	0.7887990534	1.03	1.28	1.326	1.872	2.356	3.152	6	6	0.546	0.749	5.07	5.071	7	4	0	0	TRUE	FALSE
