index	oiposi	oinega	pname	nname	mrposi	mrnega	mlposi	mlnega	mdposi	mdnega	mtposi	mtnega	mfposi	mfnega	clposi	clnega	ctposi	ctnega	cfposi	cfnega	fbkposi	fbknega	pright	nright
1184	35	14	A1-B1	A1-B2	2.323780015	0	0.796	2.153	1.17	0.811	1.966	2.964	6	6	0.297	NA	5.164	4.056	12	0	2	0	TRUE	TRUE
1185	36	15	A1-B1	A1-B2	2.169625247	0.493096647	4.337	1.435	1.232	1.185	5.569	2.62	6	6	0.437	0.421	5.07	4.056	11	2	3	0	TRUE	TRUE
1186	1	16	A2-B2	A2-B1	2.169197397	1.380670611	0.639	1.076	1.28	1.17	1.919	2.246	6	6	0.359	0.312	5.071	5.07	11	7	3	0	TRUE	FALSE
1187	2	21	A2-B2	A2-B1	0.788954635	0	3.884	6.131	1.591	1.123	5.475	7.254	6	6	0.468	NA	5.07	4.056	4	0	1	0	TRUE	TRUE
1188	6	27	A2-B2	A2-B1	2.289202594	0.986193294	4.696	1.014	2.949	1.544	7.645	2.558	6	6	0.375	0.421	5.242	5.07	12	5	0	0	TRUE	FALSE
1189	24	29	A2-B2	A2-B1	2.564102564	0.246548323	1.123	14.321	2.184	1.263	3.307	15.584	6	6	0.39	0.499	5.07	4.056	13	1	1	2	TRUE	TRUE
1190	38	37	A2-B2	A2-B1	1.57790927	1.775147929	15.179	4.477	4.04	1.654	19.219	6.131	6	6	0.733	0.39	5.07	5.07	8	9	8	0	TRUE	FALSE
1191	3	5	B1-A2	B1-A1	2.895752896	1.775147929	0.983	8.752	1.342	0.952	2.325	9.704	6	6	0.234	1.67	5.18	5.07	15	9	1	1	TRUE	FALSE
1192	20	19	B1-A2	B1-A1	2.904725019	0.246548323	1.466	2.2	1.076	1.825	2.542	4.025	6	6	0.25	0.312	5.164	4.056	15	1	0	0	TRUE	TRUE
1193	28	26	B1-A2	B1-A1	2.366863905	0.59159929	0.718	12.215	0.951	1.014	1.669	13.229	6	6	0.312	0.25	5.07	5.071	12	3	1	0	TRUE	FALSE
1194	34	30	B1-A2	B1-A1	0.788954635	1.57790927	1.185	0.951	0.968	1.202	2.153	2.153	6	6	0.344	0.437	5.07	5.07	4	8	2	0	TRUE	FALSE
1195	39	31	B1-A2	B1-A1	1.380670611	0.493096647	2.745	0.905	2.044	1.466	4.789	2.371	6	6	0.312	0.327	5.07	4.056	7	2	5	2	TRUE	TRUE
1196	10	4	B2-A1	B2-A2	1.930874686	1.722158439	0.733	5.475	1.357	0.967	2.09	6.442	6	6	0.421	0.328	5.179	5.226	10	9	4	4	TRUE	FALSE
1197	13	9	B2-A1	B2-A2	1.972386588	0.246548323	11.762	1.794	1.872	1.014	13.634	2.808	6	6	0.296	0.327	5.07	4.056	10	1	2	1	TRUE	TRUE
1198	25	22	B2-A1	B2-A2	2.564102564	0	1.56	2.932	1.451	1.014	3.011	3.946	6	6	0.265	NA	5.07	4.056	13	0	2	0	TRUE	TRUE
1199	32	23	B2-A1	B2-A2	2.359882006	0.246548323	13.057	1.357	16.989	1.592	30.046	2.949	6	6	0.405	0.578	5.085	4.056	12	1	18	1	TRUE	TRUE
1200	40	33	B2-A1	B2-A2	1.972386588	0	2.184	8.814	1.638	1.31	3.822	10.124	6	6	0.39	NA	5.07	4.056	10	0	1	0	TRUE	TRUE
1201	8	2	A1-B1	A1-B2	2.533125487	0.788954635	13.962	0.734	1.685	1.092	15.647	1.826	6	6	0.39	0.468	5.132	5.07	13	4	0	0	TRUE	FALSE
1202	9	6	A1-B1	A1-B2	1.183431953	0.493096647	9.126	3.354	1.887	1.607	11.013	4.961	6	6	0.546	0.343	5.07	4.056	6	2	3	1	TRUE	TRUE
1203	21	11	A1-B1	A1-B2	1.57790927	0.246548323	0.983	1.638	1.263	0.998	2.246	2.636	6	6	0.437	0.296	5.07	4.056	8	1	1	0	TRUE	TRUE
1204	22	14	A1-B1	A1-B2	1.737787218	0	3.229	1.076	1.17	0.889	4.399	1.965	6	6	0.78	NA	5.179	4.056	9	0	0	0	TRUE	TRUE
1205	32	24	A1-B1	A1-B2	1.380670611	1.183431953	3.588	10.624	0.873	1.638	4.461	12.262	6	6	0.53	0.686	5.07	5.07	7	6	2	1	TRUE	FALSE
1206	4	3	A2-B2	A2-B1	2.366863905	1.380670611	1.185	2.371	1.389	1.607	2.574	3.978	6	6	0.312	0.358	5.07	5.07	12	7	1	2	TRUE	FALSE
1207	10	12	A2-B2	A2-B1	0.493096647	1.380670611	3.011	5.491	1.497	0.811	4.508	6.302	6	6	0.765	0.265	4.056	5.07	2	7	0	1	FALSE	FALSE
1208	17	16	A2-B2	A2-B1	1.57790927	0.788954635	18.58	16.053	0.796	1.7	19.376	17.753	6	6	0.437	1.014	5.07	5.07	8	4	2	0	TRUE	FALSE
1209	26	37	A2-B2	A2-B1	2.289639382	0	1.389	10.483	1.217	1.576	2.606	12.059	6	6	0.421	NA	5.241	4.056	12	0	2	2	TRUE	TRUE
1210	39	40	A2-B2	A2-B1	1.57790927	0.788954635	1.186	4.977	1.529	1.045	2.715	6.022	6	6	0.358	0.358	5.07	5.07	8	4	6	1	TRUE	FALSE
1211	5	1	B1-A2	B1-A1	0	2.761341223	10.966	6.567	1.264	2.34	12.23	8.907	6	6	NA	0.343	4.056	5.07	0	14	0	0	FALSE	FALSE
1212	15	18	B1-A2	B1-A1	3.747534517	0.788954635	1.311	8.408	0.795	1.935	2.106	10.343	6	6	0.281	0.249	5.07	5.07	19	4	2	1	TRUE	FALSE
1213	31	23	B1-A2	B1-A1	1.972386588	0.986193294	1.326	9.095	1.014	1.201	2.34	10.296	6	6	0.468	0.483	5.07	5.07	10	5	3	0	TRUE	FALSE
1214	35	25	B1-A2	B1-A1	1.57790927	1.380670611	1.669	26.816	0.89	0.999	2.559	27.815	6	6	0.344	0.39	5.07	5.07	8	7	6	0	TRUE	FALSE
1215	36	28	B1-A2	B1-A1	2.366863905	0.591715976	2.262	1.966	0.717	0.967	2.979	2.933	6	6	0.421	0.733	5.07	5.07	12	3	3	2	TRUE	FALSE
1216	7	13	B2-A1	B2-A2	3.15581854	0	5.85	1.669	0.89	1.639	6.74	3.308	6	6	0.328	NA	5.07	4.056	16	0	1	0	TRUE	TRUE
1217	19	20	B2-A1	B2-A2	2.480442664	0	14.695	12.511	1.95	0.967	16.645	13.478	6	6	0.499	NA	5.241	4.056	13	0	3	1	TRUE	TRUE
1218	30	27	B2-A1	B2-A2	1.35161228	0	1.841	2.465	1.014	1.248	2.855	3.713	6	6	0.39	NA	5.179	4.056	7	0	2	0	TRUE	TRUE
1219	33	29	B2-A1	B2-A2	1.748251748	1.183431953	1.17	1.591	0.78	1.341	1.95	2.932	6	6	0.405	0.436	5.148	5.07	9	6	2	0	TRUE	FALSE
1220	38	34	B2-A1	B2-A2	1.57790927	0	1.014	5.881	1.56	1.108	2.574	6.989	6	6	0.655	NA	5.07	4.056	8	0	5	1	TRUE	TRUE
1221	1	9	A1-B1	A1-B2	1.183431953	0.788954635	7.597	1.638	1.108	1.248	8.705	2.886	6	6	0.639	0.499	5.07	5.07	6	4	0	0	TRUE	FALSE
1222	2	19	A1-B1	A1-B2	2.366863905	0.591715976	1.279	8.392	1.077	1.42	2.356	9.812	6	6	0.452	0.421	5.07	5.07	12	3	1	1	TRUE	FALSE
1223	5	23	A1-B1	A1-B2	1.57790927	0	4.165	1.232	0.811	0.703	4.976	1.935	6	6	0.406	NA	5.07	4.056	8	0	1	1	TRUE	TRUE
1224	11	33	A1-B1	A1-B2	2.169625247	1.380670611	1.17	4.04	1.107	1.186	2.277	5.226	6	6	0.39	0.499	5.07	5.07	11	7	3	3	TRUE	FALSE
1225	35	40	A1-B1	A1-B2	0.986193294	0.591715976	1.03	2.418	1.685	1.497	2.715	3.915	6	6	0.562	0.593	5.07	5.07	5	3	4	0	TRUE	FALSE
1226	22	6	A2-B2	A2-B1	1.380670611	0	2.215	1.731	1.342	1.202	3.557	2.933	6	6	0.359	NA	5.07	4.056	7	0	0	0	TRUE	TRUE
1227	26	10	A2-B2	A2-B1	1.183431953	1.380670611	1.326	0.858	1.107	1.06	2.433	1.918	6	6	0.483	0.281	5.07	5.07	6	7	4	0	TRUE	FALSE
1228	27	24	A2-B2	A2-B1	0.493096647	1.183431953	2.34	1.185	1.232	1.389	3.572	2.574	6	6	0.452	0.421	4.056	5.07	2	6	3	1	FALSE	FALSE
1229	32	30	A2-B2	A2-B1	2.905287623	1.380670611	207.403	0.78	0.827	1.092	208.23	1.872	6	6	0.436	0.483	5.163	5.07	15	7	1	0	TRUE	FALSE
1230	37	39	A2-B2	A2-B1	1.57790927	0.493096647	3.416	8.143	0.874	1.888	4.29	10.031	6	6	0.437	0.499	5.07	4.056	8	2	1	2	TRUE	TRUE
1231	4	14	B1-A2	B1-A1	2.563596924	0	1.123	4.446	1.42	1.341	2.543	5.787	6	6	0.281	NA	5.071	4.056	13	0	2	0	TRUE	TRUE
1232	7	15	B1-A2	B1-A1	2.366863905	0.788954635	1.545	1.014	1.107	1.17	2.652	2.184	6	6	0.265	0.546	5.07	5.07	12	4	2	0	TRUE	FALSE
1233	13	18	B1-A2	B1-A1	2.761341223	1.183431953	1.185	4.181	1.077	0.78	2.262	4.961	6	6	0.327	0.374	5.07	5.07	14	6	2	3	TRUE	FALSE
1234	20	21	B1-A2	B1-A1	1.972386588	0.493096647	4.43	0.889	0.796	1.232	5.226	2.121	6	6	0.468	0.343	5.07	4.056	10	2	1	0	TRUE	TRUE
1235	25	31	B1-A2	B1-A1	1.972386588	0.493096647	1.092	2.277	1.497	1.654	2.589	3.931	6	6	0.53	0.483	5.07	4.056	10	2	3	0	TRUE	TRUE
1236	8	3	B2-A1	B2-A2	1.380670611	0.788954635	6.022	4.041	1.061	1.669	7.083	5.71	6	6	0.327	0.515	5.07	5.07	7	4	3	1	TRUE	FALSE
1237	12	17	B2-A1	B2-A2	0.788954635	1.183431953	7.504	0.905	0.905	0.811	8.409	1.716	6	6	0.452	0.249	5.07	5.07	4	6	8	0	TRUE	FALSE
1238	16	28	B2-A1	B2-A2	1.380670611	0.591715976	13.868	2.262	1.95	1.092	15.818	3.354	6	6	0.624	0.483	5.07	5.07	7	3	1	1	TRUE	FALSE
1239	36	29	B2-A1	B2-A2	1.380670611	0.986193294	0.983	3.354	2.309	0.904	3.292	4.258	6	6	0.592	0.422	5.07	5.07	7	5	1	2	TRUE	FALSE
1240	38	34	B2-A1	B2-A2	2.366863905	3.747534517	0.998	0.858	1.669	0.889	2.667	1.747	6	6	0.359	0.827	5.07	5.07	12	19	1	2	TRUE	FALSE
1241	11	2	A1-B1	A1-B2	2.169625247	1.57790927	4.228	2.215	1.528	1.217	5.756	3.432	6	6	0.515	0.468	5.07	5.07	11	8	0	0	TRUE	FALSE
1242	12	3	A1-B1	A1-B2	1.77479787	1.57790927	3.183	7.987	1.95	1.794	5.133	9.781	6	6	0.562	0.452	5.071	5.07	9	8	2	0	TRUE	FALSE
1243	19	8	A1-B1	A1-B2	0.493096647	1.183431953	6.505	2.122	1.139	1.731	7.644	3.853	6	6	0.592	0.359	4.056	5.07	2	6	0	0	FALSE	FALSE
1244	27	14	A1-B1	A1-B2	2.169625247	0	1.201	7.27	0.936	0.764	2.137	8.034	6	6	0.39	NA	5.07	4.056	11	0	0	0	TRUE	TRUE
1245	31	15	A1-B1	A1-B2	0	0.493096647	12.152	1.17	1.592	0.967	13.744	2.137	6	6	NA	0.437	4.056	4.056	0	2	0	1	FALSE	TRUE
1246	5	9	A2-B2	A2-B1	2.169625247	0.788954635	4.82	1.186	0.78	1.653	5.6	2.839	6	6	0.437	0.405	5.07	5.07	11	4	1	0	TRUE	FALSE
1247	13	21	A2-B2	A2-B1	1.775147929	1.57790927	2.293	4.961	1.03	1.264	3.323	6.225	6	6	0.421	0.405	5.07	5.07	9	8	2	0	TRUE	FALSE
1248	30	28	A2-B2	A2-B1	2.896312029	0.986193294	1.514	17.503	0.826	0.905	2.34	18.408	6	6	0.452	0.468	5.179	5.07	15	5	0	0	TRUE	FALSE
1249	36	32	A2-B2	A2-B1	1.57790927	0	23.041	12.48	1.03	1.482	24.071	13.962	6	6	0.53	NA	5.07	4.056	8	0	3	0	TRUE	TRUE
1250	39	33	A2-B2	A2-B1	2.366863905	1.57790927	9.609	1.669	1.264	0.874	10.873	2.543	6	6	0.53	0.265	5.07	5.07	12	8	2	0	TRUE	FALSE
1251	4	1	B1-A2	B1-A1	2.761341223	0.986193294	1.046	23.9	1.653	1.591	2.699	25.491	6	6	0.297	0.358	5.07	5.07	14	5	1	0	TRUE	FALSE
1252	6	7	B1-A2	B1-A1	2.169625247	0	4.758	11.669	1.747	0.967	6.505	12.636	6	6	0.624	NA	5.07	4.056	11	0	2	0	TRUE	TRUE
1253	16	10	B1-A2	B1-A1	2.366863905	0.986193294	0.718	2.652	0.686	0.874	1.404	3.526	6	6	0.281	0.515	5.07	5.07	12	5	4	0	TRUE	FALSE
1254	18	26	B1-A2	B1-A1	2.564102564	1.380670611	1.123	3.214	0.718	1.092	1.841	4.306	6	6	0.265	0.249	5.07	5.07	13	7	2	0	TRUE	FALSE
1255	24	29	B1-A2	B1-A1	2.169625247	1.972386588	1.201	2.028	0.905	0.733	2.106	2.761	6	6	0.421	0.437	5.07	5.07	11	10	1	1	TRUE	FALSE
1256	22	17	B2-A1	B2-A2	2.761341223	1.380670611	1.029	9.688	1.373	0.889	2.402	10.577	6	6	0.374	0.436	5.07	5.07	14	7	0	1	TRUE	FALSE
1257	34	20	B2-A1	B2-A2	1.972386588	0.986193294	3.01	1.139	0.936	0.795	3.946	1.934	6	6	0.484	0.406	5.07	5.07	10	5	1	0	TRUE	FALSE
1258	35	23	B2-A1	B2-A2	2.761341223	0.591715976	7.847	8.065	0.998	0.92	8.845	8.985	6	6	0.608	0.452	5.07	5.07	14	3	0	0	TRUE	FALSE
1259	37	25	B2-A1	B2-A2	1.154956689	1.775147929	13.416	5.07	1.981	0.936	15.397	6.006	6	6	0.64	0.874	5.195	5.07	6	9	2	0	TRUE	FALSE
1260	40	38	B2-A1	B2-A2	2.169625247	0	2.543	15.787	1.42	1.139	3.963	16.926	6	6	0.468	NA	5.07	4.057	11	0	3	0	TRUE	TRUE
1261	7	4	A1-B1	A1-B2	1.972386588	0.986193294	1.17	2.387	1.154	1.311	2.324	3.698	6	6	0.406	0.437	5.07	5.07	10	5	3	0	TRUE	FALSE
1262	18	10	A1-B1	A1-B2	1.57790927	0.591715976	1.123	2.216	1.279	1.685	2.402	3.901	6	6	0.562	0.453	5.07	5.07	8	3	4	0	TRUE	FALSE
1263	25	17	A1-B1	A1-B2	1.930501931	0.246548323	1.357	2.059	1.108	2.153	2.465	4.212	6	6	0.406	0.671	5.18	4.056	10	1	1	2	TRUE	TRUE
1264	34	20	A1-B1	A1-B2	1.775147929	0.788954635	7.737	8.705	0.827	1.201	8.564	9.906	6	6	0.296	0.452	5.07	5.07	9	4	3	0	TRUE	FALSE
1265	39	21	A1-B1	A1-B2	1.972386588	1.183431953	1.357	4.181	0.843	1.7	2.2	5.881	6	6	0.468	0.421	5.07	5.07	10	6	1	1	TRUE	FALSE
1266	11	1	A2-B2	A2-B1	1.972386588	1.57790927	2.45	1.155	0.873	0.858	3.323	2.013	6	6	0.452	0.484	5.07	5.07	10	8	0	1	TRUE	FALSE
1267	29	6	A2-B2	A2-B1	2.169625247	0.246548323	4.243	11.076	1.03	1.326	5.273	12.402	6	6	0.437	0.374	5.07	4.056	11	1	0	0	TRUE	TRUE
1268	30	13	A2-B2	A2-B1	2.564102564	0.591715976	0.749	2.371	1.232	1.466	1.981	3.837	6	6	0.421	0.452	5.07	5.07	13	3	1	0	TRUE	FALSE
1269	35	26	A2-B2	A2-B1	1.57790927	1.18319858	2.574	3.448	1.388	1.139	3.962	4.587	6	6	0.452	0.531	5.07	5.071	8	6	2	2	TRUE	FALSE
1270	40	33	A2-B2	A2-B1	1.95427008	1.57790927	1.809	1.404	1.373	0.951	3.182	2.355	6	6	0.421	0.515	5.117	5.07	10	8	4	0	TRUE	FALSE
1271	2	3	B1-A2	B1-A1	0.986193294	1.57790927	1.233	1.139	0.78	0.92	2.013	2.059	6	6	1.731	0.281	5.07	5.07	5	8	5	3	TRUE	FALSE
1272	12	5	B1-A2	B1-A1	2.169625247	0.986193294	2.2	5.897	1.513	0.889	3.713	6.786	6	6	0.468	0.577	5.07	5.07	11	5	3	0	TRUE	FALSE
1273	15	9	B1-A2	B1-A1	2.169625247	1.183431953	1.077	18.955	1.029	1.497	2.106	20.452	6	6	0.406	1.045	5.07	5.07	11	6	3	0	TRUE	FALSE
1274	23	14	B1-A2	B1-A1	2.169625247	0.986193294	2.637	2.309	0.795	1.622	3.432	3.931	6	6	0.453	0.484	5.07	5.07	11	5	1	3	TRUE	FALSE
1275	37	32	B1-A2	B1-A1	1.775147929	2.169625247	1.732	1.388	1.279	0.968	3.011	2.356	6	6	0.452	0.468	5.07	5.07	9	11	1	1	TRUE	FALSE
1276	8	19	B2-A1	B2-A2	2.564102564	0.788954635	3.713	1.03	1.092	1.388	4.805	2.418	6	6	0.453	0.53	5.07	5.07	13	4	2	2	TRUE	FALSE
1277	16	24	B2-A1	B2-A2	1.380670611	0.986193294	4.883	1.186	2.855	2.106	7.738	3.292	6	6	0.639	0.53	5.07	5.07	7	5	4	0	TRUE	FALSE
1278	22	28	B2-A1	B2-A2	1.769563508	0	2.559	2.777	0.717	1.482	3.276	4.259	6	6	0.437	NA	5.086	4.056	9	0	0	1	TRUE	TRUE
1279	27	36	B2-A1	B2-A2	1.57790927	0.591715976	2.184	1.217	0.858	0.905	3.042	2.122	6	6	0.562	0.624	5.07	5.07	8	3	2	0	TRUE	FALSE
1280	31	38	B2-A1	B2-A2	1.36825645	0.591715976	4.899	1.342	6.099	1.544	10.998	2.886	6	6	0.577	0.608	5.116	5.07	7	3	4	0	TRUE	FALSE
1281	8	3	A1-B1	A1-B2	2.324230099	0.246548323	1.731	6.115	1.045	1.185	2.776	7.3	6	6	0.468	0.374	5.163	4.056	12	1	1	0	TRUE	TRUE
1282	9	14	A1-B1	A1-B2	2.564102564	0.986193294	12.324	12.09	1.357	1.607	13.681	13.697	6	6	0.593	0.608	5.07	5.07	13	5	1	0	TRUE	FALSE
1283	10	27	A1-B1	A1-B2	1.942501943	0.246548323	3.791	1.31	1.061	1.077	4.852	2.387	6	6	0.483	0.546	5.148	4.056	10	1	0	0	TRUE	TRUE
1284	11	35	A1-B1	A1-B2	1.775147929	1.380670611	9.657	1.154	1.638	1.045	11.295	2.199	6	6	0.655	0.827	5.07	5.07	9	7	0	2	TRUE	FALSE
1285	25	40	A1-B1	A1-B2	1.57790927	3.043560966	12.184	0.858	0.764	2.168	12.948	3.026	6	6	0.452	0.53	5.07	5.257	8	16	1	4	TRUE	FALSE
1286	17	7	A2-B2	A2-B1	1.769563508	2.564102564	1.248	1.388	1.887	1.076	3.135	2.464	6	6	0.468	0.28	5.086	5.07	9	13	4	0	TRUE	FALSE
1287	18	12	A2-B2	A2-B1	1.57790927	0.493096647	14.571	4.696	1.076	1.279	15.647	5.975	6	6	0.686	0.406	5.07	4.056	8	2	1	0	TRUE	TRUE
1288	31	16	A2-B2	A2-B1	1.57790927	0.246548323	3.244	7.909	1.514	1.061	4.758	8.97	6	6	0.593	1.731	5.07	4.056	8	1	2	0	TRUE	TRUE
1289	33	34	A2-B2	A2-B1	0.986193294	0.493096647	1.17	0.904	1.451	1.233	2.621	2.137	6	6	0.468	3.666	5.07	4.056	5	2	1	0	TRUE	TRUE
1290	38	37	A2-B2	A2-B1	1.972386588	0	1.357	2.324	1.123	1.56	2.48	3.884	6	6	0.421	NA	5.07	4.056	10	0	1	0	TRUE	TRUE
1291	5	13	B1-A2	B1-A1	2.525252525	0.788954635	5.179	1.841	0.936	1.076	6.115	2.917	6	6	0.405	0.483	5.148	5.07	13	4	2	0	TRUE	FALSE
1292	23	19	B1-A2	B1-A1	1.57790927	1.380670611	1.294	8.565	1.108	2.855	2.402	11.42	6	6	0.515	0.546	5.07	5.07	8	7	1	0	TRUE	FALSE
1293	28	26	B1-A2	B1-A1	2.169625247	0	10.842	6.209	1.185	0.998	12.027	7.207	6	6	0.421	NA	5.07	4.056	11	0	3	0	TRUE	TRUE
1294	30	29	B1-A2	B1-A1	2.169625247	0	1.045	4.587	0.858	1.404	1.903	5.991	6	6	0.265	NA	5.07	4.056	11	0	5	1	TRUE	TRUE
1295	39	32	B1-A2	B1-A1	1.972386588	0	4.196	2.059	1.186	1.233	5.382	3.292	6	6	0.436	NA	5.07	4.057	10	0	5	0	TRUE	TRUE
1296	1	4	B2-A1	B2-A2	1.972386588	3.747534517	0.796	1.123	1.17	0.874	1.966	1.997	6	6	0.468	0.437	5.07	5.07	10	19	5	0	TRUE	FALSE
1297	2	6	B2-A1	B2-A2	1.57790927	0.246548323	11.045	7.472	1.077	1.498	12.122	8.97	6	6	0.905	0.327	5.07	4.056	8	1	3	0	TRUE	TRUE
1298	15	20	B2-A1	B2-A2	1.775147929	0.493096647	1.139	4.789	1.248	1.466	2.387	6.255	6	6	0.421	0.53	5.07	4.056	9	2	2	0	TRUE	TRUE
1299	24	21	B2-A1	B2-A2	1.748251748	0.493096647	3.369	1.404	1.451	0.952	4.82	2.356	6	6	0.795	0.453	5.148	4.056	9	2	1	1	TRUE	TRUE
1300	36	22	B2-A1	B2-A2	1.972386588	1.376597837	1.279	1.638	0.889	1.825	2.168	3.463	6	6	0.468	0.577	5.07	5.085	10	7	1	1	TRUE	FALSE
1301	8	9	A1-B1	A1-B2	1.183431953	1.183431953	2.574	1.232	0.905	0.702	3.479	1.934	6	6	0.53	0.343	5.07	5.07	6	6	3	1	TRUE	FALSE
1302	14	22	A1-B1	A1-B2	1.775147929	0	1.248	2.589	1.404	1.42	2.652	4.009	6	6	0.795	NA	5.07	4.056	9	0	1	0	TRUE	TRUE
1303	15	23	A1-B1	A1-B2	0.986193294	1.380670611	1.092	1.186	0.874	0.967	1.966	2.153	6	6	0.422	0.327	5.07	5.07	5	7	0	1	TRUE	FALSE
1304	21	34	A1-B1	A1-B2	1.95427008	0	2.2	6.147	1.014	1.107	3.214	7.254	6	6	0.437	NA	5.117	4.056	10	0	1	0	TRUE	TRUE
1305	29	40	A1-B1	A1-B2	2.169625247	0.985998817	1.544	2.621	1.326	0.999	2.87	3.62	6	6	0.437	0.453	5.07	5.071	11	5	1	0	TRUE	FALSE
1306	10	12	A2-B2	A2-B1	2.282670725	1.183431953	1.217	1.092	1.03	1.061	2.247	2.153	6	6	0.483	0.28	5.257	5.07	12	6	1	0	TRUE	FALSE
1307	16	18	A2-B2	A2-B1	2.761341223	0	2.855	1.045	0.936	1.404	3.791	2.449	6	6	0.561	NA	5.07	4.056	14	0	0	0	TRUE	TRUE
1308	20	19	A2-B2	A2-B1	2.761341223	2.564102564	1.358	1.264	0.733	0.967	2.091	2.231	6	6	0.375	0.281	5.07	5.07	14	13	3	1	TRUE	FALSE
1309	30	25	A2-B2	A2-B1	2.169625247	0	1.404	1.997	0.92	0.952	2.324	2.949	6	6	0.624	NA	5.07	4.056	11	0	0	0	TRUE	TRUE
1310	37	32	A2-B2	A2-B1	1.706808269	1.380670611	20.03	1.607	0.843	2.012	20.873	3.619	6	6	0.531	0.468	5.273	5.07	9	7	1	0	TRUE	FALSE
1311	26	4	B1-A2	B1-A1	2.169625247	0.788954635	0.826	2.542	1.685	1.358	2.511	3.9	6	6	0.437	0.921	5.07	5.07	11	4	1	0	TRUE	FALSE
1312	31	6	B1-A2	B1-A1	1.972386588	1.380670611	1.591	1.342	1.529	1.076	3.12	2.418	6	6	0.437	0.437	5.07	5.07	10	7	1	2	TRUE	FALSE
1313	33	13	B1-A2	B1-A1	2.958579882	1.57790927	1.217	1.294	0.936	0.718	2.153	2.012	6	6	0.358	0.39	5.07	5.07	15	8	1	1	TRUE	FALSE
1314	35	17	B1-A2	B1-A1	2.169625247	0	2.184	4.805	1.03	1.029	3.214	5.834	6	6	0.608	NA	5.07	4.056	11	0	3	0	TRUE	TRUE
1315	38	28	B1-A2	B1-A1	1.380670611	1.972386588	5.85	2.73	0.936	1.03	6.786	3.76	6	6	0.296	0.405	5.07	5.07	7	10	0	0	TRUE	FALSE
1316	2	1	B2-A1	B2-A2	2.331002331	2.366863905	1.872	0.655	0.795	0.936	2.667	1.591	6	6	0.312	0.562	5.148	5.07	12	12	1	0	TRUE	FALSE
1317	3	5	B2-A1	B2-A2	1.57790927	0.493096647	6.146	1.092	1.435	1.201	7.581	2.293	6	6	0.484	0.64	5.07	4.056	8	2	1	0	TRUE	TRUE
1318	7	11	B2-A1	B2-A2	3.353057199	0.591715976	1.124	1.295	0.889	0.827	2.013	2.122	6	6	0.265	0.405	5.07	5.07	17	3	2	0	TRUE	FALSE
1319	24	27	B2-A1	B2-A2	1.380670611	0.246548323	1.467	4.431	2.059	1.123	3.526	5.554	6	6	0.452	0.312	5.07	4.056	7	1	4	1	TRUE	TRUE
1320	39	36	B2-A1	B2-A2	2.480442664	0.246548323	2.652	8.908	0.811	1.419	3.463	10.327	6	6	0.296	0.514	5.241	4.056	13	1	0	0	TRUE	TRUE
1321	3	1	A1-B1	A1-B2	1.775147929	1.380670611	26.879	92.103	2.059	1.264	28.938	93.367	6	6	0.406	0.452	5.07	5.07	9	7	4	1	TRUE	FALSE
1322	11	6	A1-B1	A1-B2	2.564102564	0.986193294	1.498	3.838	1.014	1.31	2.512	5.148	6	6	0.281	0.468	5.07	5.07	13	5	1	0	TRUE	FALSE
1323	13	12	A1-B1	A1-B2	2.169625247	0.246548323	0.967	3.806	1.264	2.684	2.231	6.49	6	6	0.312	0.531	5.07	4.056	11	1	4	0	TRUE	TRUE
1324	22	21	A1-B1	A1-B2	1.183431953	0.591715976	1.716	28.579	1.856	0.89	3.572	29.469	6	6	0.468	0.5	5.07	5.07	6	3	5	0	TRUE	FALSE
1325	31	39	A1-B1	A1-B2	1.972386588	0.985998817	6.225	2.59	1.45	1.014	7.675	3.604	6	6	0.592	0.359	5.07	5.071	10	5	0	0	TRUE	FALSE
1326	7	4	A2-B2	A2-B1	2.366863905	0.986193294	1.529	18.751	1.326	1.67	2.855	20.421	6	6	0.359	0.343	5.07	5.07	12	5	0	1	TRUE	FALSE
1327	23	10	A2-B2	A2-B1	2.366863905	0	1.934	4.867	1.217	1.576	3.151	6.443	6	6	0.39	NA	5.07	4.056	12	0	1	0	TRUE	TRUE
1328	26	16	A2-B2	A2-B1	1.57790927	1.380670611	10.312	1.279	2.231	0.967	12.543	2.246	6	6	0.374	0.453	5.07	5.07	8	7	1	0	TRUE	FALSE
1329	29	33	A2-B2	A2-B1	1.380670611	1.183431953	4.883	11.388	1.779	1.264	6.662	12.652	6	6	0.359	0.655	5.07	5.07	7	6	3	1	TRUE	FALSE
1330	30	37	A2-B2	A2-B1	2.169625247	2.761341223	2.418	2.527	2.371	1.326	4.789	3.853	6	6	0.452	0.561	5.07	5.07	11	14	2	0	TRUE	FALSE
1331	2	8	B1-A2	B1-A1	2.761341223	1.380670611	3.339	5.257	0.764	2.901	4.103	8.158	6	6	0.437	0.468	5.07	5.07	14	7	0	1	TRUE	FALSE
1332	5	18	B1-A2	B1-A1	1.57790927	2.169625247	3.994	0.858	1.341	1.887	5.335	2.745	6	6	0.374	0.297	5.07	5.07	8	11	3	1	TRUE	FALSE
1333	17	24	B1-A2	B1-A1	1.154956689	0	0.889	6.489	1.513	1.981	2.402	8.47	6	6	0.749	NA	5.195	4.056	6	0	3	0	TRUE	TRUE
1334	32	28	B1-A2	B1-A1	2.564102564	0.986193294	12.87	7.784	1.716	2.012	14.586	9.796	6	6	0.546	0.421	5.07	5.07	13	5	1	1	TRUE	FALSE
