index	oiposi	oinega	pname	nname	crposi	crnega	mlposi	mlnega	mdposi	mdnega	mtposi	mtnega	mfposi	mfnega	clposi	clnega	ctposi	ctnega	cfposi	cfnega	fbkposi	fbknega	pright	nright
1394	37	30	B1-A1	B1-A2	1.775147929	0.493096647	0.780	0.546	0.873	0.889	1.653	1.435	6	6	0.031	0.140	5.070	4.056	9	2	2	9	TRUE	TRUE
1395	39	34	B1-A1	B1-A2	1.775147929	0.493096647	0.546	0.920	0.952	0.905	1.498	1.825	6	6	0.140	0.156	5.070	4.056	9	2	1	5	TRUE	TRUE
1396	4	1	B2-A2	B2-A1	1.775147929	0.493096647	2.621	359.910	0.951	0.998	3.572	360.908	6	6	0.125	0.078	5.070	4.056	9	2	2	7	TRUE	TRUE
1397	7	6	B2-A2	B2-A1	1.775147929	0.788954635	0.577	0.748	0.858	0.936	1.435	1.684	6	6	0.047	0.141	5.070	5.070	9	4	2	11	TRUE	FALSE
1398	8	21	B2-A2	B2-A1	1.775147929	0.246548323	0.546	1.154	0.999	0.874	1.545	2.028	6	6	0.046	0.234	5.070	4.056	9	1	2	4	TRUE	TRUE
1399	28	22	B2-A2	B2-A1	1.775147929	0.246548323	0.843	0.593	0.873	1.030	1.716	1.623	6	6	0.250	0.093	5.070	4.056	9	1	2	7	TRUE	TRUE
1400	32	40	B2-A2	B2-A1	1.775147929	0.493096647	0.734	0.530	0.904	0.921	1.638	1.451	6	6	0.078	0.141	5.070	4.056	9	2	2	4	TRUE	TRUE
1401	5	6	A1-B1	A1-B2	2.761341223	0	0.811	0.686	1.123	0.889	1.934	1.575	6	6	0.031	NA	5.070	4.056	14	0	1	5	TRUE	TRUE
1402	8	10	A1-B1	A1-B2	1.57790927	0	3.307	0.858	1.046	0.811	4.353	1.669	6	6	0.375	NA	5.070	4.056	8	0	1	0	TRUE	TRUE
1403	15	16	A1-B1	A1-B2	2.169625247	0.246548323	2.449	1.170	0.843	0.780	3.292	1.950	6	6	0.530	0.359	5.070	4.056	11	1	1	4	TRUE	TRUE
1404	17	26	A1-B1	A1-B2	2.940599882	0	1.903	0.749	0.983	0.858	2.886	1.607	6	6	0.390	NA	5.101	4.056	15	0	0	4	TRUE	TRUE
1405	18	38	A1-B1	A1-B2	2.761341223	0.246548323	0.655	0.592	0.811	0.796	1.466	1.388	6	6	0.327	0.281	5.070	4.056	14	1	1	6	TRUE	TRUE
1406	7	2	A2-B2	A2-B1	2.366863905	0.986193294	2.028	0.702	0.873	0.765	2.901	1.467	6	6	0.328	0.046	5.070	4.056	12	4	1	5	TRUE	TRUE
1407	22	9	A2-B2	A2-B1	1.775147929	0.246548323	0.577	0.640	0.858	0.842	1.435	1.482	6	6	0.312	0.312	5.070	4.056	9	1	0	6	TRUE	TRUE
1408	25	37	A2-B2	A2-B1	0.986193294	0	346.166	0.780	1.919	0.874	348.085	1.654	6	6	0.452	NA	5.070	4.057	5	0	0	7	TRUE	TRUE
1409	28	39	A2-B2	A2-B1	2.156017248	0.246548323	0.717	2.870	0.936	0.889	1.653	3.759	6	6	0.406	0.265	5.102	4.056	11	1	1	6	TRUE	TRUE
1410	32	40	A2-B2	A2-B1	2.169625247	0	0.920	0.593	0.983	0.795	1.903	1.388	6	6	0.327	NA	5.070	4.056	11	0	2	2	TRUE	TRUE
1411	4	19	B1-A1	B1-A2	2.761341223	0	3.978	1.560	0.858	0.749	4.836	2.309	6	6	0.078	NA	5.070	4.056	14	0	2	2	TRUE	TRUE
1412	13	29	B1-A1	B1-A2	2.366863905	0	0.983	1.030	1.029	0.795	2.012	1.825	6	6	0.327	NA	5.070	4.056	12	0	1	8	TRUE	TRUE
1413	14	31	B1-A1	B1-A2	2.958579882	0	0.858	0.811	0.811	0.858	1.669	1.669	6	6	0.265	NA	5.070	4.056	15	0	2	9	TRUE	TRUE
1414	27	33	B1-A1	B1-A2	1.775147929	0	1.107	0.826	1.014	0.827	2.121	1.653	6	6	0.421	NA	5.070	4.056	9	0	2	2	TRUE	TRUE
1415	30	35	B1-A1	B1-A2	2.761341223	0	1.092	2.293	0.795	0.889	1.887	3.182	6	6	0.374	NA	5.070	4.056	14	0	0	5	TRUE	TRUE
1416	3	1	B2-A2	B2-A1	1.57790927	0.246548323	0.796	3.666	1.014	0.796	1.810	4.462	6	6	0.031	0.187	5.070	4.056	8	1	2	7	TRUE	TRUE
1417	12	11	B2-A2	B2-A1	1.775147929	0.246548323	1.077	1.513	0.858	0.780	1.935	2.293	6	6	0.344	0.328	5.070	4.056	9	1	2	5	TRUE	TRUE
1418	21	20	B2-A2	B2-A1	1.775147929	0.73964497	0.718	1.592	1.029	0.764	1.747	2.356	6	6	0.343	0.000	5.070	4.056	9	3	0	3	TRUE	TRUE
1419	23	24	B2-A2	B2-A1	0.73964497	0	76.487	10.202	1.046	1.076	77.533	11.278	6	6	0.608	NA	4.056	4.056	3	0	0	16	FALSE	TRUE
1420	36	34	B2-A2	B2-A1	2.761341223	0.246548323	1.201	0.749	0.842	0.780	2.043	1.529	6	6	0.421	0.281	5.070	4.056	14	1	2	9	TRUE	TRUE
