index	oiposi	oinega	pname	nname	crposi	crnega	mlposi	mlnega	mdposi	mdnega	mtposi	mtnega	mfposi	mfnega	clposi	clnega	ctposi	ctnega	cfposi	cfnega	fbkposi	fbknega	pright	nright
67	16	6	A2-B2	A2-B1	0	0	1.841	1.56	0.905	0.858	2.746	2.418	6	6	NA	NA	4.056	4.056	0	0	0	0	FALSE	TRUE
68	18	10	A2-B2	A2-B1	1.775147929	0	1.201	0.983	1.435	1.061	2.636	2.044	6	6	0.483	NA	5.07	4.056	9	0	0	0	TRUE	TRUE
69	31	25	A2-B2	A2-B1	2.2962112514	1.9723865878	1.232	1.233	1.233	1.451	2.465	2.684	6	6	0.452	0.406	5.226	5.07	12	10	0	0	TRUE	FALSE
70	38	34	A2-B2	A2-B1	1.5779092702	2.1696252465	1.326	2.387	1.263	1.607	2.589	3.994	6	6	0.453	0.343	5.07	5.07	8	11	1	1	TRUE	FALSE
71	12	2	B1-A1	B1-A2	1.775147929	0.7889546351	1.826	3.713	0.78	1.684	2.606	5.397	6	6	0.64	0.499	5.07	5.07	9	4	0	0	TRUE	FALSE
72	13	7	B1-A1	B1-A2	0	1.3806706114	2.246	0.577	0.936	1.108	3.182	1.685	6	6	NA	0.39	4.056	5.07	0	7	0	0	FALSE	FALSE
73	23	9	B1-A1	B1-A2	1.775147929	1.3806706114	1.061	1.622	0.811	1.56	1.872	3.182	6	6	0.437	0.671	5.07	5.07	9	7	0	0	TRUE	FALSE
74	29	36	B1-A1	B1-A2	1.5779092702	0.9861932939	1.154	1.389	1.669	1.404	2.823	2.793	6	6	0.452	0.422	5.07	5.07	8	5	0	0	TRUE	FALSE
75	39	40	B1-A1	B1-A2	1.7428350116	0.7889546351	1.357	1.233	1.076	1.014	2.433	2.247	6	6	0.484	0.39	5.164	5.07	9	4	0	0	TRUE	FALSE
76	5	4	B2-A2	B2-A1	1.9723865878	1.7747978702	1.544	2.293	1.17	0.905	2.714	3.198	6	6	0.312	0.422	5.07	5.071	10	9	0	0	TRUE	FALSE
77	15	14	B2-A2	B2-A1	1.5779092702	1.1834319527	1.154	1.841	1.076	1.248	2.23	3.089	6	6	0.468	0.468	5.07	5.07	8	6	0	0	TRUE	FALSE
78	21	17	B2-A2	B2-A1	1.9723865878	1.1834319527	1.607	1.201	1.606	1.232	3.213	2.433	6	6	0.468	0.452	5.07	5.07	10	6	0	0	TRUE	FALSE
79	26	32	B2-A2	B2-A1	2.3099133782	0	1.326	8.955	1.466	1.294	2.792	10.249	6	6	0.53	NA	5.195	4.056	12	0	0	0	TRUE	TRUE
80	28	37	B2-A2	B2-A1	0.2465483235	2.1696252465	8.346	0.812	1.217	1.248	9.563	2.06	6	6	0.53	0.39	4.056	5.07	1	11	0	0	FALSE	FALSE
81	7	6	A1-B1	A1-B2	1.9719976336	2.9585798817	1.342	1.467	1.108	1.326	2.45	2.793	6	6	0.453	0.656	5.071	5.07	10	15	0	0	TRUE	FALSE
82	11	9	A1-B1	A1-B2	1.3806706114	1.5779092702	1.451	1.155	1.123	1.31	2.574	2.465	6	6	0.53	0.499	5.07	5.07	7	8	1	0	TRUE	FALSE
83	14	13	A1-B1	A1-B2	2.3668639053	1.1834319527	4.696	3.994	1.108	2.012	5.804	6.006	6	6	0.375	0.64	5.07	5.07	12	6	0	0	TRUE	FALSE
84	20	16	A1-B1	A1-B2	1.775147929	1.3806706114	2.216	12.308	0.982	1.311	3.198	13.619	6	6	0.421	0.483	5.07	5.07	9	7	0	0	TRUE	FALSE
85	40	31	A1-B1	A1-B2	1.775147929	0.5917159763	1.467	1.934	1.7	0.905	3.167	2.839	6	6	0.39	0.593	5.07	5.07	9	3	0	0	TRUE	FALSE
86	12	4	A2-B2	A2-B1	2.1696252465	1.3315579228	1.248	7.581	1.248	1.17	2.496	8.751	6	6	0.468	0.546	5.07	5.257	11	7	0	0	TRUE	FALSE
87	17	5	A2-B2	A2-B1	1.775147929	1.1834319527	2.231	1.076	1.856	1.576	4.087	2.652	6	6	0.343	0.452	5.07	5.07	9	6	0	0	TRUE	FALSE
88	27	28	A2-B2	A2-B1	1.775147929	1.1834319527	1.607	1.513	0.967	1.217	2.574	2.73	6	6	0.561	0.452	5.07	5.07	9	6	0	0	TRUE	FALSE
89	34	38	A2-B2	A2-B1	2.1696252465	1.1834319527	1.185	1.919	0.89	2.246	2.075	4.165	6	6	0.437	0.78	5.07	5.07	11	6	0	0	TRUE	FALSE
90	35	39	A2-B2	A2-B1	1.5775981069	1.3806706114	2.496	1.357	1.077	1.997	3.573	3.354	6	6	0.5	0.328	5.071	5.07	8	7	0	0	TRUE	FALSE
91	3	1	B1-A1	B1-A2	1.7274472169	2.3170496235	4.805	7.8	1.092	1.919	5.897	9.719	6	6	0.905	0.406	5.21	5.179	9	12	0	1	TRUE	FALSE
92	21	8	B1-A1	B1-A2	1.5779092702	0	1.06	4.118	1.108	1.201	2.168	5.319	6	6	0.873	NA	5.07	4.056	8	0	1	0	TRUE	TRUE
93	26	10	B1-A1	B1-A2	1.5779092702	1.775147929	1.092	1.42	1.591	1.263	2.683	2.683	6	6	0.468	0.562	5.07	5.07	8	9	0	0	TRUE	FALSE
94	32	24	B1-A1	B1-A2	1.3806706114	0.4930966469	1.17	0.999	2.449	2.137	3.619	3.136	6	6	0.468	0.483	5.07	4.056	7	2	0	0	TRUE	TRUE
95	37	25	B1-A1	B1-A2	1.775147929	1.3806706114	1.17	1.201	1.419	1.669	2.589	2.87	6	6	0.437	0.358	5.07	5.07	9	7	0	1	TRUE	FALSE
96	2	18	B2-A2	B2-A1	2.3668639053	0.7889546351	0.936	1.747	1.763	1.342	2.699	3.089	6	6	0.39	0.671	5.07	5.07	12	4	0	0	TRUE	FALSE
97	15	19	B2-A2	B2-A1	2.1696252465	1.3806706114	2.403	1.326	0.904	1.279	3.307	2.605	6	6	0.796	0.359	5.07	5.07	11	7	0	0	TRUE	FALSE
98	22	30	B2-A2	B2-A1	2.1696252465	1.3806706114	1.716	1.108	1.654	2.09	3.37	3.198	6	6	0.656	0.499	5.07	5.07	11	7	0	0	TRUE	FALSE
99	23	33	B2-A2	B2-A1	0.4930966469	1.3806706114	1.232	1.248	0.905	2.387	2.137	3.635	6	6	0.671	0.577	4.056	5.07	2	7	0	0	FALSE	FALSE
100	29	36	B2-A2	B2-A1	1.775147929	0	1.404	1.809	2.776	1.311	4.18	3.12	6	6	0.375	NA	5.07	4.056	9	0	0	0	TRUE	TRUE
101	6	12	A1-B1	A1-B2	2.1696252465	0.7889546351	1.326	3.994	2.293	1.56	3.619	5.554	6	6	0.53	0.624	5.07	5.07	11	4	0	0	TRUE	FALSE
102	8	15	A1-B1	A1-B2	1.3806706114	1.3806706114	1.404	4.118	1.67	1.436	3.074	5.554	6	6	0.39	0.562	5.07	5.07	7	7	0	0	TRUE	FALSE
103	16	17	A1-B1	A1-B2	1.9723865878	0.4930966469	0.842	2.06	1.124	1.84	1.966	3.9	6	6	0.422	0.514	5.07	4.056	10	2	1	0	TRUE	TRUE
104	32	20	A1-B1	A1-B2	1.7482517483	2.1696252465	1.825	1.123	1.124	1.404	2.949	2.527	6	6	0.562	0.343	5.148	5.07	9	11	0	0	TRUE	FALSE
105	38	39	A1-B1	A1-B2	1.5779092702	0.9861932939	1.623	5.616	0.842	1.95	2.465	7.566	6	6	0.64	0.39	5.07	5.07	8	5	0	0	TRUE	FALSE
106	1	4	A2-B2	A2-B1	1.1834319527	1.1834319527	9.251	2.34	0.967	1.17	10.218	3.51	6	6	0.827	0.577	5.07	5.07	6	6	0	0	TRUE	FALSE
107	11	5	A2-B2	A2-B1	2.3668639053	1.775147929	1.139	2.606	1.997	1.092	3.136	3.698	6	6	0.359	0.422	5.07	5.07	12	9	0	0	TRUE	FALSE
108	14	7	A2-B2	A2-B1	2.1696252465	0.5917159763	1.217	4.992	1.372	2.106	2.589	7.098	6	6	0.421	0.577	5.07	5.07	11	3	0	0	TRUE	FALSE
109	21	13	A2-B2	A2-B1	1.9723865878	1.775147929	0.936	2.262	1.825	0.968	2.761	3.23	6	6	0.327	0.281	5.07	5.07	10	9	0	0	TRUE	FALSE
110	25	30	A2-B2	A2-B1	1.7747978702	0	1.108	2.777	1.17	0.904	2.278	3.681	6	6	0.422	NA	5.071	4.056	9	0	0	0	TRUE	TRUE
111	27	3	B1-A1	B1-A2	2.3668639053	0.2465483235	0.858	0.92	1.763	0.905	2.621	1.825	6	6	0.359	0.406	5.07	4.056	12	1	0	0	TRUE	TRUE
112	31	9	B1-A1	B1-A2	1.5779092702	1.1834319527	3.401	5.538	1.029	1.248	4.43	6.786	6	6	0.39	0.484	5.07	5.07	8	6	0	0	TRUE	FALSE
113	34	10	B1-A1	B1-A2	1.7643599294	1.9723865878	1.482	1.342	1.31	1.513	2.792	2.855	6	6	0.577	0.421	5.101	5.07	9	10	0	0	TRUE	FALSE
114	36	22	B1-A1	B1-A2	2.9585798817	1.3806706114	0.999	0.936	1.139	1.389	2.138	2.325	6	6	0.39	0.39	5.07	5.07	15	7	0	0	TRUE	FALSE
115	37	40	B1-A1	B1-A2	1.775147929	1.7747978702	7.8	0.858	0.843	0.89	8.643	1.748	6	6	0.5	0.266	5.07	5.071	9	9	1	0	TRUE	FALSE
116	2	19	B2-A2	B2-A1	1.5779092702	0.2465483235	1.841	1.544	1.248	1.17	3.089	2.714	6	6	0.624	0.671	5.07	4.056	8	1	0	0	TRUE	TRUE
117	18	24	B2-A2	B2-A1	1.775147929	0.2465483235	1.139	3.775	0.952	1.092	2.091	4.867	6	6	0.437	0.593	5.07	4.056	9	1	3	0	TRUE	TRUE
118	23	26	B2-A2	B2-A1	2.1696252465	0	1.389	1.155	1.794	1.716	3.183	2.871	6	6	0.421	NA	5.07	4.056	11	0	1	0	TRUE	TRUE
119	29	28	B2-A2	B2-A1	2.1696252465	0.4930966469	1.076	3.073	0.843	0.936	1.919	4.009	6	6	0.405	0.421	5.07	4.056	11	2	2	0	TRUE	TRUE
120	33	35	B2-A2	B2-A1	1.9723865878	1.1834319527	2.153	6.365	1.029	1.232	3.182	7.597	6	6	0.546	0.421	5.07	5.07	10	6	0	0	TRUE	FALSE
121	11	1	A1-B1	A1-B2	2.5641025641	2.3668639053	1.326	7.987	1.186	1.248	2.512	9.235	6	6	0.468	0.39	5.07	5.07	13	12	0	1	TRUE	FALSE
122	12	2	A1-B1	A1-B2	1.7537022603	1.1834319527	3.042	1.872	1.638	1.326	4.68	3.198	6	6	0.639	0.405	5.132	5.07	9	6	0	0	TRUE	FALSE
123	24	4	A1-B1	A1-B2	2.2962112514	0.7889546351	2.808	2.075	1.357	1.076	4.165	3.151	6	6	0.561	0.593	5.226	5.07	12	4	0	0	TRUE	FALSE
124	26	25	A1-B1	A1-B2	1.9723865878	0.9861932939	3.775	5.117	1.233	1.06	5.008	6.177	6	6	0.297	0.702	5.07	5.07	10	5	0	0	TRUE	FALSE
125	39	38	A1-B1	A1-B2	2.3668639053	1.1834319527	1.576	1.81	1.326	1.7	2.902	3.51	6	6	0.421	0.624	5.07	5.07	12	6	1	0	TRUE	FALSE
126	8	9	A2-B2	A2-B1	1.1834319527	0.9861932939	2.028	2.324	1.077	1.373	3.105	3.697	6	6	0.515	0.499	5.07	5.07	6	5	4	0	TRUE	FALSE
127	15	19	A2-B2	A2-B1	1.775147929	0.9861932939	1.217	1.279	1.092	3.089	2.309	4.368	6	6	0.343	0.499	5.07	5.07	9	5	0	0	TRUE	FALSE
128	17	28	A2-B2	A2-B1	1.9723865878	1.5779092702	1.794	2.169	1.17	0.967	2.964	3.136	6	6	0.578	0.468	5.07	5.07	10	8	1	0	TRUE	FALSE
129	20	30	A2-B2	A2-B1	2.1696252465	0.5917159763	2.683	1.794	1.03	0.998	3.713	2.792	6	6	0.344	0.39	5.07	5.07	11	3	0	0	TRUE	FALSE
130	36	37	A2-B2	A2-B1	1.5779092702	0.7889546351	1.201	1.108	1.139	1.201	2.34	2.309	6	6	0.312	0.468	5.07	5.07	8	4	6	0	TRUE	FALSE
131	3	5	B1-A1	B1-A2	1.775147929	1.9723865878	1.84	1.357	1.467	1.794	3.307	3.151	6	6	0.452	0.515	5.07	5.07	9	10	0	0	TRUE	FALSE
132	13	18	B1-A1	B1-A2	1.9723865878	0.9861932939	6.162	7.488	2.34	1.076	8.502	8.564	6	6	0.561	0.421	5.07	5.07	10	5	0	0	TRUE	FALSE
133	16	27	B1-A1	B1-A2	1.5779092702	0.7889546351	1.653	1.357	1.669	1.186	3.322	2.543	6	6	0.453	0.53	5.07	5.07	8	4	0	0	TRUE	FALSE
134	29	33	B1-A1	B1-A2	2.3668639053	0.9861932939	1.232	1.747	1.747	1.233	2.979	2.98	6	6	0.327	0.39	5.07	5.07	12	5	0	1	TRUE	FALSE
135	31	35	B1-A1	B1-A2	1.3806706114	0.5917159763	2.356	1.076	1.045	1.092	3.401	2.168	6	6	0.421	0.468	5.07	5.07	7	3	0	0	TRUE	FALSE
136	7	6	B2-A2	B2-A1	2.1696252465	1.775147929	1.904	1.731	1.17	0.905	3.074	2.636	6	6	0.344	0.359	5.07	5.07	11	9	0	1	TRUE	FALSE
137	10	14	B2-A2	B2-A1	1.9723865878	0.4930966469	2.543	4.15	1.685	1.154	4.228	5.304	6	6	0.312	1.217	5.07	4.056	10	2	0	0	TRUE	TRUE
138	22	21	B2-A2	B2-A1	2.3668639053	0.7889546351	1.856	2.09	1.279	1.123	3.135	3.213	6	6	0.343	0.515	5.07	5.07	12	4	0	0	TRUE	FALSE
139	23	32	B2-A2	B2-A1	2.1696252465	1.3806706114	2.215	0.796	1.123	1.076	3.338	1.872	6	6	0.609	0.452	5.07	5.07	11	7	0	0	TRUE	FALSE
140	40	34	B2-A2	B2-A1	2.1696252465	1.3806706114	1.42	0.749	1.232	1.279	2.652	2.028	6	6	0.608	0.296	5.07	5.07	11	7	4	0	TRUE	FALSE
141	6	12	A1-B1	A1-B2	2.3668639053	0	1.638	5.491	1.779	0.905	3.417	6.396	6	6	0.39	NA	5.07	4.056	12	0	0	0	TRUE	TRUE
142	8	15	A1-B1	A1-B2	1.775147929	1.3806706114	1.528	2.59	1.077	2.199	2.605	4.789	6	6	0.514	0.421	5.07	5.07	9	7	4	1	TRUE	FALSE
143	16	17	A1-B1	A1-B2	1.9723865878	0.7889546351	2.496	2.621	1.591	1.201	4.087	3.822	6	6	0.405	0.608	5.07	5.07	10	4	0	0	TRUE	FALSE
144	32	20	A1-B1	A1-B2	1.3806706114	0.4929751048	1.732	1.201	1.466	1.732	3.198	2.933	6	6	0.624	0.546	5.07	4.057	7	2	1	0	TRUE	TRUE
145	38	39	A1-B1	A1-B2	1.3806706114	0	3.744	7.971	1.124	1.326	4.868	9.297	6	6	0.796	NA	5.07	4.056	7	0	0	0	TRUE	TRUE
146	1	4	A2-B2	A2-B1	1.3806706114	1.3806706114	8.97	1.155	0.702	1.17	9.672	2.325	6	6	0.593	0.687	5.07	5.07	7	7	1	0	TRUE	FALSE
147	11	5	A2-B2	A2-B1	2.5641025641	2.1696252465	1.263	3.728	1.014	1.732	2.277	5.46	6	6	0.452	0.452	5.07	5.07	13	11	0	0	TRUE	FALSE
148	14	7	A2-B2	A2-B1	2.3668639053	1.3763271726	2.246	1.31	1.311	1.888	3.557	3.198	6	6	0.453	0.561	5.07	5.086	12	7	0	4	TRUE	FALSE
