index	oiposi	oinega	pname	nname	crposi	crnega	mlposi	mlnega	mdposi	mdnega	mtposi	mtnega	mfposi	mfnega	clposi	clnega	ctposi	ctnega	cfposi	cfnega	fbkposi	fbknega	pright	nright
441	1	7	A1-B1	A1-B2	2.169625247	0.493096647	4.275	1.076	1.388	1.139	5.663	2.215	6	6	0.343	1.123	5.07	4.056	11	2	0	1	TRUE	TRUE
442	3	22	A1-B1	A1-B2	2.169625247	1.972386588	1.622	1.311	0.936	0.951	2.558	2.262	6	6	0.484	0.437	5.07	5.07	11	10	0	1	TRUE	FALSE
443	6	27	A1-B1	A1-B2	1.57790927	0	2.34	0.999	1.061	1.107	3.401	2.106	6	6	0.39	NA	5.07	4.056	8	0	0	0	TRUE	TRUE
444	13	31	A1-B1	A1-B2	1.775147929	1.971997634	2.371	1.528	1.029	1.592	3.4	3.12	6	6	0.687	0.578	5.07	5.071	9	10	1	0	TRUE	FALSE
445	33	38	A1-B1	A1-B2	2.169625247	1.183431953	1.56	1.186	1.014	1.482	2.574	2.668	6	6	0.343	0.515	5.07	5.07	11	6	0	1	TRUE	FALSE
446	8	4	A2-B2	A2-B1	1.972386588	1.57790927	1.014	2.527	1.232	1.482	2.246	4.009	6	6	0.499	0.624	5.07	5.07	10	8	0	0	TRUE	FALSE
447	15	16	A2-B2	A2-B1	1.972386588	0	0.686	1.638	1.186	0.983	1.872	2.621	6	6	0.514	NA	5.07	4.056	10	0	0	0	TRUE	TRUE
448	18	26	A2-B2	A2-B1	1.57790927	1.57790927	1.139	1.591	1.061	1.124	2.2	2.715	6	6	0.515	0.484	5.07	5.07	8	8	0	0	TRUE	FALSE
449	19	28	A2-B2	A2-B1	1.57790927	0.788954635	1.31	1.264	1.982	0.951	3.292	2.215	6	6	0.484	0.296	5.07	5.07	8	4	0	0	TRUE	FALSE
450	30	34	A2-B2	A2-B1	2.282236592	0.246548323	1.248	1.81	1.139	1.482	2.387	3.292	6	6	0.422	0.297	5.258	4.056	12	1	1	0	TRUE	TRUE
451	11	20	B1-A2	B1-A1	1.775147929	0.246548323	1.201	0.827	1.497	1.248	2.698	2.075	6	6	0.359	1.155	5.07	4.056	9	1	0	0	TRUE	TRUE
452	17	29	B1-A2	B1-A1	1.57790927	1.57790927	0.873	1.17	1.17	1.076	2.043	2.246	6	6	0.484	0.421	5.07	5.07	8	8	0	0	TRUE	FALSE
453	24	32	B1-A2	B1-A1	1.775147929	0.986193294	1.435	2.028	1.029	1.014	2.464	3.042	6	6	0.483	0.437	5.07	5.07	9	5	0	0	TRUE	FALSE
454	25	36	B1-A2	B1-A1	1.948558067	2.366863905	1.076	1.388	0.905	0.843	1.981	2.231	6	6	0.592	0.561	5.132	5.07	10	12	0	0	TRUE	FALSE
455	40	39	B1-A2	B1-A1	2.366863905	1.972386588	1.123	1.529	1.28	0.982	2.403	2.511	6	6	0.39	0.468	5.07	5.07	12	10	0	1	TRUE	FALSE
456	2	10	B2-A1	B2-A2	1.380670611	0.986193294	1.81	2.122	1.731	1.31	3.541	3.432	6	6	1.248	0.562	5.07	5.07	7	5	0	0	TRUE	FALSE
457	5	12	B2-A1	B2-A2	0.493096647	2.169625247	1.435	2.122	1.669	1.606	3.104	3.728	6	6	2.074	0.515	4.056	5.07	2	11	0	0	FALSE	FALSE
458	9	21	B2-A1	B2-A2	2.169625247	1.380670611	3.167	1.264	1.263	1.653	4.43	2.917	6	6	0.64	0.983	5.07	5.07	11	7	2	0	TRUE	FALSE
459	14	23	B2-A1	B2-A2	1.380670611	2.564102564	1.076	2.106	1.092	1.061	2.168	3.167	6	6	0.655	0.499	5.07	5.07	7	13	0	1	TRUE	FALSE
460	37	35	B2-A1	B2-A2	1.764359929	1.183431953	2.012	1.404	1.841	1.342	3.853	2.746	6	6	0.561	1.061	5.101	5.07	9	6	0	0	TRUE	FALSE
461	3	2	A1-B1	A1-B2	1.183431953	0.246548323	0.811	1.232	0.874	1.264	1.685	2.496	6	6	0.312	0.312	5.07	4.056	6	1	0	0	TRUE	TRUE
462	4	6	A1-B1	A1-B2	1.972386588	0	1.654	1.201	1.248	1.155	2.902	2.356	6	6	0.593	NA	5.07	4.057	10	0	0	0	TRUE	TRUE
463	9	7	A1-B1	A1-B2	1.972386588	0	3.822	0.827	1.575	2.558	5.397	3.385	6	6	0.375	NA	5.07	4.056	10	0	0	0	TRUE	TRUE
464	16	10	A1-B1	A1-B2	1.57790927	0.246548323	1.731	1.373	1.233	1.95	2.964	3.323	6	6	0.655	3.915	5.07	4.056	8	1	0	2	TRUE	TRUE
465	25	26	A1-B1	A1-B2	1.380670611	0.493096647	1.389	0.795	2.511	1.014	3.9	1.809	6	6	0.577	0.562	5.07	4.056	7	2	0	0	TRUE	TRUE
466	11	12	A2-B2	A2-B1	1.380670611	0.986193294	1.216	1.513	1.077	1.061	2.293	2.574	6	6	0.561	0.811	5.07	5.07	7	5	0	0	TRUE	FALSE
467	15	18	A2-B2	A2-B1	1.183431953	0	2.028	2.246	1.279	1.513	3.307	3.759	6	6	0.499	NA	5.07	4.056	6	0	2	0	TRUE	TRUE
468	24	20	A2-B2	A2-B1	0.986193294	0.986193294	2.091	5.678	2.028	1.326	4.119	7.004	6	6	0.437	0.405	5.07	5.07	5	5	0	0	TRUE	FALSE
469	30	27	A2-B2	A2-B1	1.380670611	0	0.749	1.154	1.295	1.264	2.044	2.418	6	6	0.514	NA	5.07	4.057	7	0	1	0	TRUE	TRUE
470	40	39	A2-B2	A2-B1	1.380670611	0.246548323	2.761	1.467	1.03	1.809	3.791	3.276	6	6	0.452	0.577	5.07	4.056	7	1	0	0	TRUE	TRUE
471	19	5	B1-A2	B1-A1	1.775147929	0	1.388	2.558	1.42	2.512	2.808	5.07	6	6	0.468	NA	5.07	4.056	9	0	0	0	TRUE	TRUE
472	22	13	B1-A2	B1-A1	1.380670611	0.493096647	0.951	1.498	2.013	1.185	2.964	2.683	6	6	0.842	0.718	5.07	4.056	7	2	0	0	TRUE	TRUE
473	23	21	B1-A2	B1-A1	1.183431953	0.493096647	0.546	2.652	1.388	0.92	1.934	3.572	6	6	0.608	0.671	5.07	4.056	6	2	0	0	TRUE	TRUE
